Unnamed: 0,user id,test group,converted,total ads,most ads day,most ads hour
436939,1387159,ad,False,1,Saturday,16
147459,1015952,ad,False,52,Sunday,23
256621,1394597,ad,False,36,Wednesday,15
458615,1115649,ad,False,1,Wednesday,10
281047,1568259,ad,False,1,Thursday,10
306934,1372026,ad,False,6,Saturday,19
46089,1527063,ad,False,409,Saturday,0
327330,1648300,ad,False,9,Friday,11
528134,1087217,ad,False,7,Friday,16
391574,1057888,ad,False,26,Saturday,14
402267,1501968,ad,False,12,Tuesday,10
258677,1579637,ad,False,2,Monday,15
261179,1637918,ad,False,7,Monday,23
244913,1206702,ad,False,6,Sunday,12
224209,1096428,ad,False,17,Saturday,14
140984,1561651,ad,False,4,Tuesday,13
373130,1372641,ad,False,14,Monday,23
322704,1535132,ad,False,13,Tuesday,9
113702,1591217,ad,False,6,Friday,21
264606,1039521,ad,False,18,Tuesday,12
140113,1580681,ad,False,63,Monday,9
64571,1512697,ad,False,140,Tuesday,13
543317,1318880,ad,False,5,Tuesday,14
472299,1207931,ad,False,3,Thursday,19
485727,1447737,ad,False,1,Thursday,14
32240,902955,psa,False,76,Friday,13
277467,1343283,ad,True,35,Wednesday,15
11395,1019865,ad,False,41,Monday,0
221604,1507359,ad,False,94,Thursday,20
171893,1274054,ad,False,19,Friday,19
25375,909846,psa,False,238,Tuesday,12
424621,1398316,ad,False,17,Friday,9
143870,1289947,ad,False,171,Wednesday,15
485764,1620639,ad,False,29,Thursday,15
563551,1015355,ad,False,4,Thursday,12
529319,1130093,ad,False,6,Friday,19
467648,1559745,ad,False,6,Friday,9
89975,902900,psa,False,44,Monday,18
505222,1403884,ad,False,7,Monday,11
534046,1177132,ad,False,26,Sunday,16
192301,1090091,ad,False,1,Monday,20
260544,1332036,ad,True,75,Monday,21
354358,1492277,ad,False,19,Wednesday,13
67553,1121924,ad,False,33,Saturday,11
421173,1166591,ad,False,8,Tuesday,20
147399,1367334,ad,False,168,Wednesday,14
550432,1107331,ad,False,5,Tuesday,11
180549,1422876,ad,False,19,Sunday,10
288706,1393469,ad,False,12,Thursday,20
237245,1534626,ad,False,12,Saturday,14
363085,1435259,ad,False,15,Friday,21
477300,1178712,ad,False,10,Monday,12
59829,1467135,ad,True,110,Wednesday,21
415286,1221364,ad,False,22,Wednesday,23
161701,1016684,ad,False,46,Saturday,14
44069,1114232,ad,False,22,Wednesday,21
97251,1338098,ad,False,14,Tuesday,16
244645,1564838,ad,False,10,Sunday,12
391904,1271275,ad,False,24,Saturday,15
92251,1109251,ad,False,23,Monday,22
13972,1036515,ad,False,8,Wednesday,2
12377,1583464,ad,False,40,Tuesday,23
58299,1141956,ad,False,19,Thursday,13
175554,1541348,ad,False,21,Saturday,12
307885,1379847,ad,False,25,Sunday,14
140501,1097967,ad,False,10,Tuesday,10
288106,1568365,ad,False,1,Thursday,19
69867,1449936,ad,False,14,Friday,20
138436,1215153,ad,False,27,Saturday,12
583471,1251578,ad,False,6,Tuesday,9
568664,1583158,ad,False,5,Saturday,14
477645,1642154,ad,False,5,Monday,14
298082,1623146,ad,False,5,Friday,16
392189,1360453,ad,False,11,Sunday,19
586761,1345319,ad,False,1,Tuesday,14
188126,1240949,ad,False,32,Monday,12
510160,1146855,ad,False,3,Tuesday,19
314136,1610430,ad,False,19,Sunday,22
584210,1106247,ad,False,9,Tuesday,22
262923,1535525,ad,False,11,Tuesday,10
511197,1036213,ad,False,25,Thursday,11
532007,1066652,ad,False,24,Wednesday,11
204313,1140132,ad,False,41,Saturday,10
105106,1235827,ad,False,54,Sunday,10
69753,1357868,ad,False,3,Friday,2
252952,1350183,ad,False,5,Monday,16
58153,1347628,ad,False,19,Monday,18
360941,1319168,ad,False,32,Friday,14
550029,1264448,ad,False,2,Tuesday,10
553333,1619900,ad,False,24,Tuesday,16
133180,1383639,ad,False,14,Saturday,17
72471,1235654,ad,False,29,Friday,9
207197,1100982,ad,False,5,Wednesday,13
123814,1437336,ad,True,63,Thursday,17
309851,1280430,ad,False,18,Sunday,9
366004,1224924,ad,False,6,Monday,19
83120,1273640,ad,False,50,Sunday,20
42138,901492,psa,False,1,Wednesday,19
122808,1305123,ad,True,117,Sunday,10
490711,1357721,ad,False,3,Thursday,23
352126,1062403,ad,False,41,Friday,21
499604,1432169,ad,False,9,Saturday,17
239493,1444096,ad,False,15,Saturday,17
102301,1597254,ad,False,41,Friday,10
245227,1461690,ad,False,59,Sunday,18
1472,1052397,ad,False,24,Wednesday,16
99390,1458744,ad,False,52,Tuesday,21
206905,1095194,ad,False,19,Wednesday,17
261111,1333226,ad,False,56,Saturday,22
215018,1167262,ad,False,18,Saturday,11
141032,1022542,ad,True,233,Thursday,13
404748,1175731,ad,False,14,Sunday,20
553980,1099867,ad,False,24,Tuesday,18
434800,1326371,ad,False,2,Saturday,12
552037,1489732,ad,False,5,Thursday,12
411893,1529505,ad,False,6,Thursday,18
566822,1071531,ad,False,8,Friday,10
242695,1039546,ad,False,12,Sunday,14
286994,1280670,ad,False,5,Sunday,18
440171,1156522,ad,False,22,Sunday,21
384034,1167236,ad,False,6,Thursday,12
287153,1049166,ad,False,8,Thursday,17
248392,1275655,ad,False,21,Saturday,12
57784,1013654,ad,False,49,Monday,16
32638,1434871,ad,False,39,Monday,12
435669,1607418,ad,False,12,Sunday,11
323535,1460650,ad,False,6,Tuesday,11
325026,1239810,ad,False,15,Tuesday,14
246380,1399485,ad,False,9,Monday,19
571700,1620192,ad,False,10,Saturday,22
501595,1586262,ad,False,4,Sunday,9
431481,1395398,ad,False,57,Sunday,22
108909,1150172,ad,False,26,Saturday,13
364706,1214633,ad,False,10,Saturday,14
295179,1368113,ad,False,16,Friday,13
94694,1564598,ad,False,38,Saturday,17
556037,1234366,ad,False,19,Tuesday,17
526412,1232751,ad,False,3,Sunday,15
530701,1395511,ad,False,25,Friday,23
492093,1529617,ad,False,32,Friday,11
148123,1367462,ad,False,32,Wednesday,12
85073,1354581,ad,False,231,Monday,14
156981,1457498,ad,False,13,Thursday,10
9095,1200876,ad,False,34,Wednesday,12
113243,1045687,ad,False,52,Saturday,13
414788,1016198,ad,False,1,Wednesday,22
322887,1572907,ad,False,6,Tuesday,9
439879,1145258,ad,False,1,Saturday,21
165307,1448840,ad,False,167,Sunday,9
497156,1144319,ad,False,2,Saturday,9
50415,1434258,ad,False,33,Saturday,10
101378,1339386,ad,False,77,Monday,12
83690,1597239,ad,False,44,Monday,3
264462,1302144,ad,False,18,Tuesday,12
419153,1243363,ad,False,12,Saturday,9
434489,914210,psa,False,8,Saturday,12
535030,1473633,ad,False,21,Saturday,20
544391,1116670,ad,False,26,Monday,17
534532,1155895,ad,False,3,Tuesday,22
183415,1120673,ad,False,7,Sunday,15
54588,1617234,ad,False,1,Thursday,13
152180,1201899,ad,False,70,Wednesday,16
533783,917710,psa,False,4,Saturday,15
583477,914056,psa,False,2,Monday,19
185493,1027781,ad,False,95,Sunday,12
84836,1454971,ad,False,57,Wednesday,10
188168,1362313,ad,False,2,Monday,12
132663,1222358,ad,False,19,Tuesday,17
171087,1507414,ad,False,70,Tuesday,10
414148,1490479,ad,False,5,Wednesday,22
514387,1560838,ad,False,3,Wednesday,15
68654,1124759,ad,False,17,Friday,18
177011,1379651,ad,False,15,Saturday,15
521194,1567898,ad,False,5,Wednesday,10
375335,1332145,ad,False,7,Tuesday,16
74915,1131273,ad,False,33,Thursday,22
193639,916583,psa,False,20,Sunday,15
90847,1372202,ad,False,1,Monday,19
78916,1263365,ad,False,9,Sunday,14
297010,1350046,ad,False,10,Friday,15
38571,921144,psa,False,190,Friday,13
419073,1446708,ad,False,3,Thursday,13
304098,1325023,ad,False,13,Saturday,13
258220,1129917,ad,True,26,Monday,13
251576,1644121,ad,False,5,Monday,9
377602,1263931,ad,False,12,Wednesday,9
359094,1636180,ad,False,3,Thursday,16
546154,1201565,ad,False,1,Monday,16
548923,1057592,ad,False,1,Monday,22
420534,1241970,ad,False,2,Thursday,17
54077,1512681,ad,False,31,Thursday,12
182229,1422967,ad,False,40,Sunday,15
452506,1064122,ad,False,2,Monday,20
271357,1154543,ad,False,30,Thursday,19
538361,1466045,ad,False,1,Sunday,16
57889,914096,psa,False,36,Friday,13
18228,1539900,ad,False,164,Friday,10
365875,1277069,ad,False,31,Thursday,12
113956,1057316,ad,False,11,Friday,22
66885,1550587,ad,False,1,Friday,15
528481,918411,psa,False,26,Saturday,16
265149,1352102,ad,False,8,Tuesday,13
236167,1264205,ad,False,15,Sunday,16
17450,1040417,ad,False,90,Sunday,9
371052,1418145,ad,False,33,Monday,14
491817,1157836,ad,False,42,Friday,12
392764,1424832,ad,False,3,Saturday,17
548324,1263460,ad,False,25,Thursday,19
105435,1275347,ad,False,29,Monday,20
321052,1587145,ad,False,7,Monday,20
118205,1287325,ad,False,23,Sunday,22
209614,1221899,ad,False,25,Saturday,15
177316,1191387,ad,True,148,Tuesday,8
540727,1496119,ad,False,1,Monday,10
64612,1611826,ad,False,10,Monday,14
508983,1105890,ad,False,2,Tuesday,13
266029,1226077,ad,False,6,Thursday,14
19963,1254301,ad,False,27,Tuesday,15
359427,1386543,ad,False,7,Thursday,18
336642,1120723,ad,False,42,Saturday,14
430719,1471843,ad,False,18,Friday,13
427606,1390158,ad,False,8,Friday,15
18968,1475112,ad,False,48,Friday,15
286781,1494176,ad,False,16,Thursday,21
48568,1541311,ad,False,40,Wednesday,7
70016,1120894,ad,False,29,Saturday,19
583874,1180090,ad,False,3,Tuesday,19
350175,1393863,ad,False,14,Friday,9
7256,1054546,ad,False,43,Thursday,21
331646,1047464,ad,False,16,Thursday,15
267121,1604164,ad,False,8,Friday,17
341053,1114844,ad,False,7,Saturday,21
360358,1017099,ad,False,1,Friday,10
235566,1101017,ad,False,8,Saturday,11
530673,1138269,ad,False,1,Friday,23
513082,1615748,ad,False,11,Wednesday,17
10386,1606523,ad,False,105,Saturday,17
145263,1612752,ad,False,14,Tuesday,12
254611,1051075,ad,False,1,Monday,12
106974,1159072,ad,False,44,Friday,17
188521,1405518,ad,False,41,Monday,11
44714,1597148,ad,False,76,Sunday,20
221216,1140961,ad,False,48,Saturday,1
571979,1387522,ad,False,5,Monday,8
63967,1037266,ad,False,7,Tuesday,13
202576,1237278,ad,False,12,Tuesday,0
142371,1595346,ad,False,23,Friday,12
435866,1045838,ad,True,53,Wednesday,21
565925,1349567,ad,False,2,Thursday,21
378378,1271222,ad,False,15,Wednesday,18
101729,1356464,ad,False,23,Thursday,13
107543,1617689,ad,False,69,Friday,11
516580,1220005,ad,False,28,Sunday,21
470560,1369948,ad,False,4,Friday,16
190094,1534904,ad,False,17,Monday,15
535846,1102232,ad,False,13,Saturday,7
429755,1352869,ad,False,1,Friday,18
580204,1347928,ad,False,24,Monday,11
516972,1003334,ad,False,2,Monday,10
553822,1513297,ad,False,2,Wednesday,10
473680,1099897,ad,False,14,Saturday,20
243062,1461059,ad,False,17,Sunday,10
179097,1397667,ad,False,5,Sunday,21
147060,1542783,ad,False,18,Sunday,13
333396,1060069,ad,False,3,Friday,9
456906,1268265,ad,False,2,Sunday,16
313411,1164401,ad,True,16,Monday,23
353442,1116295,ad,False,22,Wednesday,11
209670,1499891,ad,False,16,Thursday,8
428011,1277330,ad,False,10,Saturday,16
119039,1584078,ad,False,12,Wednesday,12
560457,1158572,ad,False,2,Wednesday,20
562158,1569542,ad,False,16,Thursday,10
570743,1110064,ad,False,1,Friday,20
280191,1162810,ad,False,17,Thursday,9
18856,1633052,ad,False,74,Monday,19
580657,1096190,ad,False,2,Monday,12
87305,1540765,ad,False,34,Wednesday,16
414902,1481449,ad,False,4,Saturday,23
190909,1382462,ad,False,63,Thursday,13
188263,1284738,ad,False,11,Monday,12
517584,1647744,ad,False,5,Wednesday,22
527643,1513708,ad,False,5,Friday,15
222684,1026979,ad,False,44,Sunday,11
180592,1326380,ad,False,8,Thursday,14
393910,1250268,ad,False,10,Saturday,22
584182,1519877,ad,False,16,Monday,22
517862,1161248,ad,False,5,Wednesday,23
390628,1002869,ad,False,12,Saturday,21
22403,1332937,ad,False,16,Wednesday,11
101897,1578235,ad,False,12,Thursday,13
85716,1507323,ad,False,127,Saturday,15
536155,1068757,ad,False,18,Sunday,9
122238,1305301,ad,False,9,Sunday,14
187721,1514182,ad,False,4,Monday,11
393503,1297973,ad,False,19,Saturday,23
384154,1499594,ad,False,2,Thursday,13
123939,1519288,ad,False,30,Tuesday,7
400713,1395329,ad,True,59,Wednesday,20
345871,1179968,ad,False,3,Monday,10
354433,1093232,ad,False,8,Wednesday,13
60477,1125709,ad,False,26,Saturday,13
37762,908856,psa,False,1,Wednesday,17
180678,1112375,ad,False,6,Sunday,14
56942,1444046,ad,False,24,Thursday,19
318307,1101337,ad,False,15,Monday,15
549182,1038432,ad,False,7,Thursday,22
82257,1053146,ad,False,53,Wednesday,22
152457,1578422,ad,False,44,Friday,10
233794,1257120,ad,False,32,Saturday,8
102068,1631445,ad,False,16,Wednesday,14
424442,1188325,ad,False,30,Friday,8
125975,1145137,ad,False,16,Thursday,18
260114,1047813,ad,False,26,Monday,21
88661,1401372,ad,False,79,Tuesday,10
521048,1012239,ad,False,5,Tuesday,17
504206,1138875,ad,False,1,Sunday,16
170979,1534397,ad,False,4,Monday,12
423703,1502139,ad,False,1,Thursday,23
301948,1223696,ad,False,5,Saturday,1
472012,1162351,ad,False,28,Monday,21
152136,1427630,ad,False,20,Wednesday,15
301197,1126189,ad,False,30,Friday,22
83734,1512343,ad,False,146,Monday,21
586555,1068499,ad,False,26,Tuesday,14
66580,1542975,ad,False,32,Friday,13
194379,1138421,ad,False,16,Tuesday,10
228345,1627008,ad,False,28,Friday,17
521405,1546176,ad,False,2,Thursday,18
360490,1087322,ad,False,9,Friday,11
129035,1199952,ad,False,118,Monday,13
569608,922246,psa,False,24,Monday,8
213481,1511857,ad,False,59,Saturday,18
539497,1453686,ad,False,1,Sunday,21
209911,1475657,ad,False,7,Tuesday,13
370095,1280897,ad,False,45,Monday,11
455785,1107399,ad,False,9,Friday,15
568201,1354340,ad,False,6,Friday,13
160936,1562212,ad,False,111,Monday,14
58427,1080157,ad,False,41,Thursday,17
387307,1386281,ad,False,24,Sunday,9
295879,1400048,ad,False,15,Friday,13
134574,1574155,ad,False,65,Monday,15
294906,1062357,ad,False,15,Friday,12
311275,1509740,ad,False,3,Monday,20
431190,1358761,ad,False,11,Friday,21
346092,1377682,ad,False,1,Monday,10
260789,1599437,ad,False,9,Sunday,21
173353,1115580,ad,False,24,Thursday,20
29003,1162982,ad,False,35,Monday,6
374408,1043371,ad,False,24,Sunday,19
132408,1248244,ad,False,22,Saturday,15
96871,1083203,ad,False,9,Wednesday,15
76917,1226631,ad,False,43,Saturday,13
448558,1371856,ad,False,3,Sunday,23
6107,1414229,ad,False,94,Friday,18
374752,1283621,ad,False,23,Saturday,10
431786,1108755,ad,False,2,Friday,22
164235,1521720,ad,False,215,Tuesday,22
33156,1422960,ad,False,4,Wednesday,16
501809,1559798,ad,False,17,Sunday,9
132087,1148754,ad,False,22,Monday,15
183549,1270386,ad,True,59,Monday,15
27378,1548166,ad,False,43,Friday,20
314706,1430967,ad,False,33,Monday,10
217736,912941,psa,True,114,Monday,12
369237,1230399,ad,False,12,Sunday,23
252041,1267972,ad,False,18,Monday,9
70720,1438931,ad,False,59,Sunday,19
6912,1172227,ad,False,122,Tuesday,22
197750,1379941,ad,False,44,Tuesday,17
322319,1610319,ad,False,16,Tuesday,7
359967,1545352,ad,False,6,Thursday,23
354566,1047355,ad,False,11,Wednesday,17
394864,1211344,ad,False,7,Sunday,11
416862,1516744,ad,False,1,Thursday,8
565828,1055324,ad,False,2,Thursday,21
558863,1346386,ad,False,3,Friday,9
563511,1259854,ad,False,2,Thursday,12
441221,1421679,ad,False,1,Sunday,8
308788,1121587,ad,False,10,Sunday,10
543074,1167942,ad,False,2,Monday,8
289179,1514668,ad,False,17,Tuesday,12
526165,1025595,ad,False,10,Friday,13
15256,1450940,ad,False,122,Wednesday,13
4306,1353555,ad,False,97,Tuesday,23
315052,1179953,ad,False,3,Monday,8
498070,1062921,ad,False,1,Saturday,12
453613,1425046,ad,False,7,Friday,2
178472,1240172,ad,False,19,Wednesday,18
144911,1027363,ad,False,11,Saturday,17
349882,1269697,ad,False,5,Tuesday,11
540599,914490,psa,False,6,Monday,9
346227,1100879,ad,False,24,Thursday,18
165225,1108899,ad,False,6,Friday,15
371069,1478061,ad,False,10,Monday,14
485733,1074567,ad,False,7,Thursday,14
470705,1245296,ad,False,1,Friday,16
400374,1461895,ad,False,18,Monday,9
95737,1354193,ad,False,77,Tuesday,13
471438,1277226,ad,False,4,Friday,19
401901,1079791,ad,False,8,Saturday,9
510227,1040225,ad,False,2,Tuesday,20
30812,1140360,ad,False,31,Wednesday,9
390681,911479,psa,False,11,Saturday,11
147096,1305823,ad,False,25,Sunday,12
446226,1435190,ad,False,1,Sunday,15
349693,1571170,ad,False,18,Wednesday,12
93569,1646904,ad,False,26,Tuesday,13
287387,1553054,ad,False,4,Wednesday,18
557091,1420803,ad,False,24,Saturday,16
504903,1015012,ad,False,1,Sunday,18
123930,1550740,ad,False,37,Saturday,18
497582,1456820,ad,False,7,Saturday,11
466715,1064885,ad,False,1,Thursday,21
205070,1606613,ad,False,14,Thursday,10
507297,1126770,ad,False,3,Monday,17
343492,1291012,ad,False,19,Sunday,14
434933,1099348,ad,False,6,Tuesday,21
541525,1565656,ad,False,6,Monday,12
323830,1108183,ad,False,14,Monday,11
459366,1402328,ad,False,4,Wednesday,12
348388,1058038,ad,False,14,Saturday,20
48999,1118834,ad,False,88,Tuesday,11
207612,1364625,ad,False,36,Tuesday,15
403744,1358808,ad,False,10,Thursday,9
548257,1577965,ad,False,2,Monday,21
522071,1186438,ad,False,3,Thursday,21
495042,1225965,ad,False,2,Friday,17
244878,1072420,ad,True,87,Saturday,14
528765,1510862,ad,False,1,Friday,17
339739,1360689,ad,False,17,Saturday,16
262799,1241873,ad,False,19,Tuesday,12
585052,912066,psa,False,24,Tuesday,10
196600,1393211,ad,False,33,Saturday,14
122289,1397437,ad,False,65,Saturday,10
546980,1592163,ad,False,5,Monday,18
286684,1211252,ad,False,3,Thursday,16
534220,1208169,ad,False,6,Saturday,17
345256,1479960,ad,False,2,Sunday,19
409553,1423462,ad,False,24,Wednesday,16
107523,1402117,ad,False,35,Friday,11
19290,1623435,ad,False,38,Friday,13
320458,1022432,ad,False,15,Monday,19
498546,1325492,ad,False,13,Saturday,15
314653,1303651,ad,False,36,Thursday,15
256293,1580615,ad,False,5,Monday,16
241927,1267790,ad,False,14,Sunday,14
84192,1040427,ad,False,210,Monday,11
463542,1523290,ad,False,3,Thursday,7
526204,1464638,ad,False,5,Friday,13
340637,1049869,ad,False,16,Sunday,10
404947,1638156,ad,False,19,Thursday,17
471362,1054120,ad,False,22,Friday,19
538875,1492901,ad,False,2,Sunday,18
411854,1399298,ad,False,14,Wednesday,18
12101,1123029,ad,False,102,Sunday,9
343918,1426201,ad,False,7,Sunday,15
32018,1211819,ad,False,64,Wednesday,20
87260,1275509,ad,False,56,Tuesday,9
61694,1155335,ad,False,1,Thursday,23
542575,1411771,ad,False,1,Monday,13
268362,1079857,ad,False,1,Tuesday,19
525792,1604055,ad,False,6,Sunday,20
510862,1505299,ad,False,5,Tuesday,23
78834,1332265,ad,False,68,Sunday,21
52080,1639630,ad,False,35,Tuesday,9
313220,1092784,ad,False,23,Sunday,12
506007,1356645,ad,False,1,Monday,10
109078,1273202,ad,False,18,Saturday,21
136962,1334388,ad,False,35,Friday,12
176471,1438924,ad,False,49,Saturday,8
86822,1198541,ad,True,37,Thursday,16
567983,1378843,ad,False,2,Friday,12
199309,1522172,ad,False,7,Tuesday,18
536142,1332751,ad,False,25,Sunday,10
188352,1515133,ad,False,6,Monday,13
574067,1105271,ad,False,24,Saturday,16
78678,1492737,ad,False,130,Tuesday,18
318446,1063700,ad,False,21,Thursday,16
24593,1606663,ad,False,243,Monday,18
389174,1103542,ad,False,10,Friday,18
216127,901787,psa,False,13,Thursday,17
234772,1456345,ad,False,39,Saturday,10
79427,1578321,ad,False,3,Sunday,13
317306,1446210,ad,False,10,Tuesday,18
82518,1383063,ad,False,20,Saturday,22
390751,1462616,ad,False,2,Saturday,11
387843,1166431,ad,False,22,Saturday,21
159084,1518916,ad,False,30,Thursday,15
579492,1654052,ad,False,2,Monday,9
517740,1052056,ad,False,43,Friday,14
523318,1178741,ad,False,2,Friday,9
52749,1235400,ad,False,32,Monday,12
13040,1166129,ad,False,44,Wednesday,0
74679,1140050,ad,False,29,Monday,22
505632,1571377,ad,False,72,Monday,9
581732,1568419,ad,False,2,Monday,14
253703,1317275,ad,False,12,Thursday,14
408002,1194116,ad,False,5,Friday,13
333978,1205228,ad,False,17,Friday,11
4759,1591096,ad,False,8,Wednesday,12
147418,1500309,ad,False,69,Wednesday,13
118894,1241717,ad,False,36,Saturday,23
460365,1218982,ad,False,2,Tuesday,14
371485,1294498,ad,False,51,Tuesday,9
48023,1613312,ad,False,109,Tuesday,8
328696,1033077,ad,False,15,Wednesday,14
434408,1462174,ad,False,27,Sunday,13
35676,1155836,ad,False,37,Monday,18
360061,1071851,ad,False,17,Monday,19
75630,1144838,ad,False,21,Sunday,14
